Timestamp,Username,VideoID,Comment,Date
2025-11-02T13:56:43Z,@AdySindy,SHaoAG61XK8,Luhut cs suruh bayar utang pak...,2025-11-02T13:56:43Z
2025-11-02T13:54:36Z,@Melinagusti,SHaoAG61XK8,🧐🌈⚖️🌎Maju dasmu Mul Termul besi bisa karatan/rongsokan barang bekas Whoosh mangkrak rusak mesinnya Whoosh 🧐 Whoosh impor koruptor pesta ⚖️🌎🧐,2025-11-02T13:54:36Z
2025-11-02T13:49:35Z,@NetizenBarBar_62,SHaoAG61XK8,"SURUH JOKOWI DAN TERMUL YANG BAYAR HUTANG ...GUA DUNIA AKHIRAT GAK RELA PAJAK GUA BIAT BAYAR HUTANG WHOOOSH DAN GUA DEMI ALLAH GAK BAKALAN NAIK WHOOOSH SAMPAI KAPANPUN TERMASUK ANAK TURUN GUA...CAMKAN ITU WOE KORUPTOD , DPR TOD,JOKONTOD DAN TERMUNTOD...",2025-11-02T13:49:35Z
2025-11-02T13:44:06Z,@Melinagusti,SHaoAG61XK8,🧐🌈⚖️🌎 Whoosh memanjakan para koruptor OCCRP 🌎 Rakyat yang miskin naik becak saja biar ekonomi recehan bisa berputar 🧐,2025-11-02T13:44:06Z
2025-11-02T13:39:00Z,@Melinagusti,SHaoAG61XK8,🧐🌈⚖️🌎 pelantikan persiden mau di IKN m Mooh emangnya IKN ibu kota negara apa 🌎 IKN rekayasanya para Termul OCCRP kota hantu 🌎,2025-11-02T13:39:00Z
2025-11-02T13:38:09Z,@BambangHartoyo-f1y,SHaoAG61XK8,"Tidak semua orang berani naik pesawat, harapannya semoga KA cepat jakarta surabaya segera diwujudkan",2025-11-02T13:38:09Z
2025-11-02T13:38:05Z,@johanessembiring7133,SHaoAG61XK8,"Indonesia kedepan akan selalu susah kalau pemerintah nya masih begini cara pikirnya. Pemerintah aja melakukan hal2 yang sifat nya gaya-gayaan, bukan mendesak. Namun akhirnya menyusahkan rakyat, tidak punya kemampuan bayar. Gimana mau rakyat kecil bangkit dari kemiskinan",2025-11-02T13:38:05Z
2025-11-02T13:34:25Z,@ERUCOKRO-c7x,SHaoAG61XK8,"Hutang Whoosh  potong bunga banknya, biar  masuk  akal.",2025-11-02T13:34:25Z
2025-11-02T13:31:24Z,@hisyam5679,SHaoAG61XK8,Lanjutkan sampai kalimantan itu baru luar biasa biar semua bisa menikmati hasil pajak,2025-11-02T13:31:24Z
2025-11-02T13:24:03Z,@Sri-ku7fo,SHaoAG61XK8,Yang ditahan kan banyak Pak. Buat apa yang segitiga banyak pak😂,2025-11-02T13:24:03Z
2025-11-02T13:10:11Z,@frendy6327,SHaoAG61XK8,Ada masalah apa sebenarnya,2025-11-02T13:10:11Z
2025-11-02T13:10:04Z,@lietjetjung7849,SHaoAG61XK8,"😂😂ayo beres beres korupsi biar kereta cpt bisa terbayar dt uang korupsi, jgn sampai pakai APBN, cpt UU perampasan aset koruptor disahkan😂 psti beres utang kereta cpt tp bayarannya lambat😂",2025-11-02T13:10:04Z
2025-11-02T12:48:00Z,@yogidewa9506,SHaoAG61XK8,"Secara tdk lgsung, rakyat diminta  memaafkan yg sdh korupsi😢",2025-11-02T12:48:00Z
2025-11-02T12:47:36Z,@eryantoja4702,SHaoAG61XK8,jangan sampai setali tiga uang....dengan mantanny....apakah masih mengharap pemerintah perpihak kepada rakyat...para para koruptor sll di lindungi...Allahu Akbar..m,2025-11-02T12:47:36Z
2025-11-02T12:42:08Z,@alimustofa4071,SHaoAG61XK8,"Sebaiknya investasi kereta api untuk di pulau Sumatera,  Kalimantan, Sulawesi dan pulau 2 lainya. shg beban transportasi orang dan barang lebih terjangkau antar daerah di Indonesia. lebih byk dirasakan oleh masyarakat menengah ke bawah",2025-11-02T12:42:08Z
2025-11-02T12:24:11Z,@wafakurniadi690,SHaoAG61XK8,kalau gak diusut gak ada bedanya siapapun presidennya,2025-11-02T12:24:11Z
